id	url	html_path	headers_path	html_sha256	headers_sha256	retrieved_at	http_status	last_modified
/introduction	https://c4model.com/introduction	data/primary/C4M/pages/introduction/index.html	data/primary/C4M/pages/introduction/response-headers.txt	ce6cdd3c2ad63a43388f1b51e549866d7e22ca53a51bbb0857c443b2c9acca77	d8e1aba029bcbe47c6ea1da811775f11966b870ad456ac50ea1491f383f85ffd	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/history	https://c4model.com/history	data/primary/C4M/pages/history/index.html	data/primary/C4M/pages/history/response-headers.txt	782960255d318aee0512d193d75d3e457eb0f98159f315705ae904adf207df0e	ecc3e90939b74c2a19bf182f4e3ad28cd899290ce4ec7db8c232bb924dfe1d42	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/abstractions	https://c4model.com/abstractions	data/primary/C4M/pages/abstractions/index.html	data/primary/C4M/pages/abstractions/response-headers.txt	055dbc8ccdea26bcd7393e653e67aa0c422c2a67317f80b41c6f191a12b4a561	1f400be0ed7271f33ed6e4f899184e247d91c69b2cd14f681fe15e7c9636afa6	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/abstractions/software-system	https://c4model.com/abstractions/software-system	data/primary/C4M/pages/abstractions/software-system/index.html	data/primary/C4M/pages/abstractions/software-system/response-headers.txt	fa4ad3b5b9c46d2f1c91149053d0fee0eee5004954fa323ff5e83f911f24877e	482db6e7b8fada8941ee1b36176eff855efe1f597427de3d0818b3c1506340b4	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:39 GMT
/abstractions/container	https://c4model.com/abstractions/container	data/primary/C4M/pages/abstractions/container/index.html	data/primary/C4M/pages/abstractions/container/response-headers.txt	2946498f1f1f3c55cda72f30059e7dcf4b7d6e12b39c9dd6d94075ef5a29f2dc	591beadf3f06a7fadcbf6c28d80077a72b61be562daa9720ed150b5b5d9b3d0a	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/abstractions/component	https://c4model.com/abstractions/component	data/primary/C4M/pages/abstractions/component/index.html	data/primary/C4M/pages/abstractions/component/response-headers.txt	0089b1989e94e4ba1e32d56c673ecd0f9906aad406b1aa32e35d1747f63b45d1	5d7fdbd80797364f9086e4b68d820646dafbba794b63d16772dd93e66d438b97	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/abstractions/code	https://c4model.com/abstractions/code	data/primary/C4M/pages/abstractions/code/index.html	data/primary/C4M/pages/abstractions/code/response-headers.txt	ffe2007a22cfa2eb3a193b701bd4e1771df510c30abbac5340c934902bd2ce83	3fe0d45f741a16b79f1ca696b55751d85f13c31e446256d02a8d6f9c20cbda97	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/abstractions/microservices	https://c4model.com/abstractions/microservices	data/primary/C4M/pages/abstractions/microservices/index.html	data/primary/C4M/pages/abstractions/microservices/response-headers.txt	0faff3a58113aa1b9c0e168bd6f60247e336a0a6b7ceccb3bfcf4c9be1cbdf15	55e4c4b98ebfe8b4db5a9414e0f3d28bfe9a663655cf0626a9d1aa79814e8128	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/abstractions/queues-and-topics	https://c4model.com/abstractions/queues-and-topics	data/primary/C4M/pages/abstractions/queues-and-topics/index.html	data/primary/C4M/pages/abstractions/queues-and-topics/response-headers.txt	0b76f24ef17f92f16787386c0a32e3aec050855a294e898c1ce88db40df43bd9	a56e066c007b5e9834f9d40901fdaf830fe013b19aac00c3f11d099cc8d89475	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/abstractions/faq	https://c4model.com/abstractions/faq	data/primary/C4M/pages/abstractions/faq/index.html	data/primary/C4M/pages/abstractions/faq/response-headers.txt	9ef5b618c973cebaede45faad48aeda16497fedff4b46de8b59a078515e19866	2f1a9a6bfb830a3ac8e91b0f23f6a269c46e88e13c044750c2b713cff84fc093	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams	https://c4model.com/diagrams	data/primary/C4M/pages/diagrams/index.html	data/primary/C4M/pages/diagrams/response-headers.txt	4741275cee5c2b78ced67bc79554f1dad262fc0b5c444c66f47536e109c20f08	10c5749c5e64c78e7152c484dcd5a067ecf650bb54050ebb9053c8eeb05a2aa6	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/system-context	https://c4model.com/diagrams/system-context	data/primary/C4M/pages/diagrams/system-context/index.html	data/primary/C4M/pages/diagrams/system-context/response-headers.txt	d4f3154adcb17b557c921bc3d030d4ae56e8b8e0e600df8bfc35836f890f0ef0	f91433a14ff5de0ff4652018d5d6e4efcba6eabdb15d176e02d184c216a80c7b	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/container	https://c4model.com/diagrams/container	data/primary/C4M/pages/diagrams/container/index.html	data/primary/C4M/pages/diagrams/container/response-headers.txt	3d34824b5c7aa794afc659e4dfb6a3b5df4ab4b6bce2273fe098066209e5ae14	6a15373da05f7cd4476969bb868782cd7491504756c74aac66dafe024a170fb5	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/component	https://c4model.com/diagrams/component	data/primary/C4M/pages/diagrams/component/index.html	data/primary/C4M/pages/diagrams/component/response-headers.txt	cfa3bd9c012013bf38b4f27011631ae2006ff091c84f58e0173abef99eae1a0d	b22da1a535c3ea011f02f3f6aab3f6e2c913a46f541de952a6d16031a7a706e1	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/code	https://c4model.com/diagrams/code	data/primary/C4M/pages/diagrams/code/index.html	data/primary/C4M/pages/diagrams/code/response-headers.txt	5c8ea540e73c3f35995b9943108d5ba08a12d1280776f2baa3fbfaf10816ab42	9f9378539381ddecc8db6b0f0623e7d48dc1849907263028a1054c4cd825371d	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/system-landscape	https://c4model.com/diagrams/system-landscape	data/primary/C4M/pages/diagrams/system-landscape/index.html	data/primary/C4M/pages/diagrams/system-landscape/response-headers.txt	bc1f63fb89d8f22be1da60e7868845548591e0616f4a811fdc72310559f5bbe8	3ac0d1b2342fc14d8f92b1c2343ea77e573e98b98a8f3c37c3cf18171f1fafb9	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/dynamic	https://c4model.com/diagrams/dynamic	data/primary/C4M/pages/diagrams/dynamic/index.html	data/primary/C4M/pages/diagrams/dynamic/response-headers.txt	cf0e4c3b8bac15eff22d27c0790481703fbc4d291cefb192943360437bdb35d1	f8ac5e7ed1f7d0fd78894d9dc63afedabd86d8b05a375c47eeb1640925168649	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/deployment	https://c4model.com/diagrams/deployment	data/primary/C4M/pages/diagrams/deployment/index.html	data/primary/C4M/pages/diagrams/deployment/response-headers.txt	b04cc1b5f4fdbec249d83ea321bffdb1efa2d76cb7831b23f67c42afd9b2edf6	f2fca00e91edba9f0970a5049a82d67315c70cc9e90acc1d5652ec824d82fefe	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/notation	https://c4model.com/diagrams/notation	data/primary/C4M/pages/diagrams/notation/index.html	data/primary/C4M/pages/diagrams/notation/response-headers.txt	09d636316f7ed85b756e18cc22abd087deb5b0f6c62c3b8f2162de46fd6f9bad	a824cb82a906481b57511b5b2ed285110fa5683134b365c3de987442653d8346	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/checklist	https://c4model.com/diagrams/checklist	data/primary/C4M/pages/diagrams/checklist/index.html	data/primary/C4M/pages/diagrams/checklist/response-headers.txt	d6feec32826afdac40b40ad1485209d07fe685f4415d0fc4e43670066faf5bf2	b547be6c256739a1667beffdd70f1b4a5145d31d3b0f20439196f40c17b06c6b	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/diagrams/faq	https://c4model.com/diagrams/faq	data/primary/C4M/pages/diagrams/faq/index.html	data/primary/C4M/pages/diagrams/faq/response-headers.txt	7bafb73711c791b856361a8f400f52f048288dddedcb810de068293d7f0703e9	944ed96e51e01428196e99f2d5f3b136470da6c55290c474fb34e14d0b7cd9d4	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/tooling	https://c4model.com/tooling	data/primary/C4M/pages/tooling/index.html	data/primary/C4M/pages/tooling/response-headers.txt	6bb0ec06c63bbf7c68b13e66497966c99c2fdc19454042163434ff79f33ed0bc	ab2ee3cb7afeb15d2089b9700a3ff4e0d417e006798951c50aab732511af5e9f	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
/faq	https://c4model.com/faq	data/primary/C4M/pages/faq/index.html	data/primary/C4M/pages/faq/response-headers.txt	94ac7f898e24959a71245ce1a01e0710e76ef6e9a3fb2cecca1b37861a2b80b4	487f85c454d8f0c05ad1411b63bb76cf1a7f813ca54b247eda032df0fa8f46dd	2026-06-04T07:27:02Z	200	Wed, 27 May 2026 15:00:38 GMT
